system:index,Class,Image,mod_area,mod_bgr_post,mod_bgr_pre,rap_area,rap_bgr_post,rap_bgr_pre,.geo
00000000000000000017_00000000000000000017,1,1,2490.4723342509324,1957.279863991205,1916.4591139613965,2488.487614043455,1115.4088115308446,1090.6762545129309,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_00000000000000000018,1,1,2480.8488172870643,760.0232682963822,837.7691289764942,2491.093020421295,126.3682924898725,122.61658387438021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_00000000000000000019,1,1,2492.006935499384,885.2569098329301,978.123764215919,2488.1476858388323,531.8921641532517,500.9522455892551,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0000000000000000001a,1,1,2480.647665626533,1384.794180251283,1443.9798195784826,2492.834353394726,1048.9685163527893,1160.7146614212852,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0000000000000000001b,1,1,2494.697727697604,952.6670277035647,1077.2772107906312,2490.861562146108,358.0589245190984,503.90000343581426,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0000000000000000001c,1,1,2489.6119653508094,1008.2671702362749,1069.3732397021342,2487.588407607195,383.4200488776873,377.18467229984685,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0000000000000000001d,1,1,2490.050272382048,1776.5170986683788,1728.5600720761922,2488.0841745000416,1194.6060415241832,1368.2027435242496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0000000000000000001e,1,1,2489.1922496078473,1035.7298194663672,1231.9574924167446,2485.377767664186,584.1705833382249,757.8690973254916,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0000000000000000001f,1,1,2475.1287918045236,2041.4734616917506,1921.6452428194589,2485.6660696249114,596.9751559687893,666.9462141298931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_00000000000000000020,1,1,2481.7556923100547,872.985989035633,959.2217253517699,2492.411476136389,177.445963263886,251.59672328390033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_00000000000000000021,1,1,2453.1953975612855,2122.441837580744,2151.556933158256,2449.323861304219,359.93653278937273,378.78091561433706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_00000000000000000022,1,1,2491.2349320450326,1620.2237724773831,1617.5327998706398,2487.5053405289545,665.7644944055335,634.9292786556493,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_00000000000000000023,1,1,2494.293262377449,897.0907891901335,1080.8429825094277,2489.1613871068425,433.9215428448593,671.2451209414246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_00000000000000000024,1,1,2479.720355827207,1172.0273535507363,1217.7504600667337,2491.978803712179,354.0480220508676,376.57936760618225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_00000000000000000025,1,1,2495.1068405621945,782.7466539259585,883.4378031747376,2491.364537290147,166.12739073883077,187.44357287154932,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_00000000000000000026,1,1,2491.9603238848053,893.7461107435907,890.0640688162634,2489.9645517510035,225.26847575697076,293.8033461056601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_00000000000000000027,1,1,2492.400118056061,763.1215807373801,918.6190572592935,2490.51535898502,261.20315583957847,312.68969659924755,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_00000000000000000028,1,1,2481.6913666712685,977.4459547849618,973.8978769724138,2492.016584235874,433.29813955437857,395.604341457987,"{""type"":""MultiPoint"",""coordinates"":[]}"
