system:index,Class,Image,mod_area,mod_bgr_post,mod_bgr_pre,rap_area,rap_bgr_post,rap_bgr_pre,.geo
00000000000000000277_00000000000000000277,1,1,2318.6917941023257,726.5636300063359,781.3053285303458,2299.555313286844,179.5085015289862,219.8429322440951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278_00000000000000000278,1,1,2493.6207345971197,700.7819166328294,929.357961425388,2491.6388640644636,199.69416193467043,276.6184612617324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000279_00000000000000000279,1,1,2494.975612688421,573.4098618105023,534.3981523195008,2493.07333439495,299.4096154739784,342.1307579808482,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027a_0000000000000000027a,1,1,2493.1536517110967,1462.7702948672077,1485.1310105924604,2491.0660099848906,636.1969714983486,929.9001767206817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027b_0000000000000000027b,1,1,2494.8285917784874,774.6527485422063,861.1297542900735,2492.900476910783,195.94221456130816,193.5041344229359,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c_0000000000000000027c,1,1,2474.983706734079,1615.2978796610755,1668.5818989297138,2486.8352957778966,717.1018593457071,778.2379510171457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d_0000000000000000027d,1,1,2489.0002142493818,1474.0836451021084,1473.2723508794702,2485.197421418597,1016.4857589990131,971.5871762211542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e_0000000000000000027e,1,1,2494.0234608654987,745.6387446850702,808.1966185448202,2491.766848162826,192.42171792287218,249.84154782499485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f_0000000000000000027f,1,1,2493.352926285237,907.9729241255238,958.1475358953217,2489.506232168431,236.8980357911376,344.0695729109937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280_00000000000000000280,1,1,2490.601705205273,2082.1584854296216,1966.6232336509424,2486.772008724209,1157.2854598383683,1319.0825746104015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281_00000000000000000281,1,1,2490.7097733226146,1418.7767641810076,1670.1736091081134,2486.805409313693,635.459251555449,862.6196659613886,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282_00000000000000000282,1,1,2481.113306871938,984.7691179594333,943.9951617843749,2491.867127157392,255.00205522814804,286.3036467082375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283_00000000000000000283,1,1,2494.6056674111537,676.9554532609986,774.0584988922972,2490.666408666372,246.57953275837951,278.6616592193142,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284_00000000000000000284,1,1,2493.473773403806,815.4623792582378,795.7797839631,2489.816331184626,205.1431335267871,240.14787858399595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285_00000000000000000285,1,1,2490.7499362545905,1657.158318234501,1582.362174663165,2487.026501570425,1280.0895867440101,1367.6977112334998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286_00000000000000000286,1,1,2477.4472319194324,1158.1356474405636,1051.7389618683615,2489.880255048016,134.64557717751762,162.41544694871016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287_00000000000000000287,1,1,2488.6552626822927,911.1428522848101,1067.2996002646428,2484.769290767629,251.6094876270998,360.101031903207,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288_00000000000000000288,1,1,2494.0725296109076,788.3951604363417,1064.0335627735367,2490.2712867561886,299.4523033833402,543.9917971110042,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289_00000000000000000289,1,1,2493.936117748168,990.8185010570959,1090.9894759447059,2490.0921651626263,395.5727820209338,512.4787861842636,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a_0000000000000000028a,1,1,2490.819182893689,1439.3119815354778,1552.978931094815,2488.9162399361844,717.6016205071302,1045.1867065255274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b_0000000000000000028b,1,1,2479.1199295404404,1036.4146628643118,1387.3503686506087,2491.624423611433,501.255469256499,791.7357293145029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c_0000000000000000028c,1,1,2490.0496933501727,1692.2429867983867,1651.889141574219,2488.059068335448,913.7841491854687,948.2140142587114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d_0000000000000000028d,1,1,2488.7764182306983,2423.6455158411477,2401.2192621006175,2484.960365089389,1247.724833413954,1109.3233655272631,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e_0000000000000000028e,1,1,2388.9243843658014,680.0314590610116,697.4420198392481,2401.487601941417,157.53661165138388,188.03892928556135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f_0000000000000000028f,1,1,2492.0516225995702,227.27766729530953,261.33276651968487,2487.1068502302774,20.363251490464652,25.57169209173211,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290_00000000000000000290,1,1,2328.6691934558867,667.4097628066601,693.9738497697887,2303.9520571965063,133.8848213003795,160.17355283106127,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291_00000000000000000291,1,1,2491.576498984369,1460.0197457363472,1176.433848488733,2489.5433773410755,336.2305035883793,283.9397444543451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292_00000000000000000292,1,1,2491.617116985292,800.4111698979536,842.9792879751453,2489.603866680664,345.5695459096588,402.38858418697856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293_00000000000000000293,1,1,2491.2648189491424,795.8399148962137,921.9031659038709,2487.4583242512454,279.98808760836226,315.5420853131916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294_00000000000000000294,1,1,2492.105553374703,1194.7982295038503,1414.1510219804848,2490.0807377090446,738.3220560407743,790.9767668708045,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295_00000000000000000295,1,1,2480.0470246262216,1929.25443670498,1967.1455260149764,2492.490792991751,1508.2900305564115,1685.8135406323295,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296_00000000000000000296,1,1,2479.0152806449173,675.719099287166,864.9325177986782,2491.5204466105047,146.3170233675127,285.21795915913026,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297_00000000000000000297,1,1,2490.67827792587,1451.1834137851226,1452.7049651730617,2486.7991063982504,813.686599533149,827.4189220586383,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298_00000000000000000298,1,1,2478.903779416363,853.6609990536924,1279.8532250830528,2488.9906786158463,461.79784581937105,590.6853995893956,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299_00000000000000000299,1,1,2477.8760144133025,1149.009496498358,1158.6391210205593,2477.197273073825,500.6786303788592,543.8795392544097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a_0000000000000000029a,1,1,2488.9342865042804,1072.8084374400107,1208.0885912464844,2486.9612872360176,681.9193064800113,850.4448335244026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b_0000000000000000029b,1,1,2496.406270223651,920.1121273721996,940.3686533524078,2491.2675317729713,299.8805226817785,224.5090991152592,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c_0000000000000000029c,1,1,2478.055463232219,984.3747039356829,1217.456691695575,2488.375511321351,485.5563920372033,782.4929719941711,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d_0000000000000000029d,1,1,2495.8642195220446,816.4533324918015,875.3904039830561,2493.821702445504,216.30162991197784,253.26853339568368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e_0000000000000000029e,1,1,2493.532641999073,717.9749504782359,738.390096966759,2491.438965445516,113.92844898583823,145.46231253613809,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f_0000000000000000029f,1,1,2495.6241068581367,626.5903417547157,703.7330491504852,2493.7159622369486,32.31195719764752,47.90583773144212,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0_000000000000000002a0,1,1,2488.3456322258016,2390.9335286121195,2405.7906191140446,2484.5919004997377,1417.2693306035676,1391.2224749022434,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1_000000000000000002a1,1,1,2492.1141711917767,965.286275322303,1210.8785317552197,2488.1817538332575,124.22385699457388,459.79030271994947,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2_000000000000000002a2,1,1,2495.869796819851,785.7769900577301,682.2278425501424,2492.280600992591,80.18684027941796,103.66164650400806,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3_000000000000000002a3,1,1,2474.3784823805054,1471.9882821092929,1465.0844090558753,2484.966393196299,776.730438187434,789.8896150310196,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4_000000000000000002a4,1,1,2480.8695811672856,716.5027351078649,803.360310814056,2491.5575915951426,134.613554755914,199.38891920653165,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5_000000000000000002a5,1,1,2475.0216409911095,2224.824390151254,2092.2207272409023,2487.38789541722,771.6731573836025,914.7168068783463,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6_000000000000000002a6,1,1,2479.9640625137763,681.7697547340226,524.9964501660003,2490.6201200742207,329.1357871281815,157.16476025295378,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7_000000000000000002a7,1,1,2489.4643141176525,1878.8721838995484,1814.9845505887893,2485.6169104258106,1217.6538398937284,1344.980667470447,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8_000000000000000002a8,1,1,2492.1976277159793,1718.2476286712908,1707.1425340669214,2488.259595322492,1103.2393910585938,1288.3697996577007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9_000000000000000002a9,1,1,2477.132030179223,971.5251572424818,976.966041999129,2487.2159986676106,570.4821901255054,582.8694670368135,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa_000000000000000002aa,1,1,2488.900406845898,680.4266069496389,810.1692853882035,2486.9323916303447,57.06024730840938,132.35185930046907,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab_000000000000000002ab,1,1,2494.174328621333,738.6070345647399,741.2697079128991,2492.2531148221924,102.398714774934,133.39062071203892,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac_000000000000000002ac,1,1,2474.9209522349893,1365.5162819190462,1372.2653672659133,2487.5279597533568,708.4534574655978,704.8167745573973,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad_000000000000000002ad,1,1,2489.7956022732888,584.048573497332,627.96116506634,2485.9903265033195,110.04753887968562,112.59870218094316,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae_000000000000000002ae,1,1,2474.7156608578484,2321.3052025561005,2312.2890628845803,2487.1344879690027,560.5496289478007,520.9694743140399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af_000000000000000002af,1,1,2496.4818179687404,1114.872595144479,944.4000344373914,2492.6989838159734,53.30332969176007,117.62366557488893,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_000000000000000002b0,1,1,2493.5765949050106,928.3561010959974,1229.6731345617184,2489.7804698748764,492.196099602749,680.0789458747229,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1_000000000000000002b1,1,1,2477.874783838852,1164.0938648563063,1477.7455756361132,2490.277137309624,524.4584126049162,852.0644458414696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2_000000000000000002b2,1,1,2489.145852533699,1006.9782387621145,1273.5731955263548,2485.3925348644257,656.2155431299767,836.6661261563539,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3_000000000000000002b3,1,1,2491.0705456142764,1032.9593220437082,1051.9052251947464,2489.083305901002,455.14071336078496,433.2085167892436,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4_000000000000000002b4,1,1,2492.095952555135,956.0577020985872,1044.4915392579585,2490.1342661233844,685.2885661452575,728.5678157703451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5_000000000000000002b5,1,1,2480.6811091528803,718.3203432838237,720.4256839355857,2493.1476744079464,78.58974051977195,80.28112917947688,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6_000000000000000002b6,1,1,2494.6520818183235,393.1056795780424,445.92344124883834,2492.7580334477943,141.82138146553905,141.57540541919803,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7_000000000000000002b7,1,1,2495.154503961393,822.7406361936643,938.9948279194091,2493.2408135118476,220.72415772896937,268.4797846806832,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8_000000000000000002b8,1,1,2478.6790743382426,417.69071935512017,571.9762517764269,2489.3256117326628,93.45902886317694,144.79045686976124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9_000000000000000002b9,1,1,2490.7592632475607,1216.6855843664403,1252.5751063776431,2488.7795971110977,634.1139897571411,638.0793902257035,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba_000000000000000002ba,1,1,2474.9025383471244,1026.5421888337935,1327.7434292395872,2487.342760778073,623.0054778096289,750.7855984440907,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb_000000000000000002bb,1,1,2489.5571627787863,1258.5772302625812,1272.3077137838695,2485.370681385675,390.8568310205054,362.96278647013906,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc_000000000000000002bc,1,1,2488.8092706250022,1050.6998450456435,1258.5354215784125,2484.863638383865,622.3611770725878,734.7764569542409,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_000000000000000002bd,1,1,2478.6215437193514,801.0099934111113,1150.985758314964,2490.6405734770215,483.4430912351077,646.8583706024377,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be_000000000000000002be,1,1,2495.685754125308,802.5233341101475,778.0726915637206,2491.6539897631847,157.31292528695425,185.68168522746578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf_000000000000000002bf,1,1,2495.7915866850544,891.9099591736953,839.6023611287301,2492.0194910441855,298.42762297846207,346.724527570535,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0_000000000000000002c0,1,1,2496.4363161182528,846.4233969865589,879.607262891488,2491.7935326152524,201.3212977759709,166.69063344376264,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1_000000000000000002c1,1,1,2481.734587916673,915.974470721289,828.9501398605003,2492.372090716396,236.29888558748604,267.1110806587995,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2_000000000000000002c2,1,1,2477.6158244638605,833.5740610542854,787.7819251294982,2483.577398658521,184.20527960701,232.31266421714773,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3_000000000000000002c3,1,1,2492.9898030744403,822.8005856402649,1034.0836955673917,2491.028998472029,130.73244664655596,237.02850305412602,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4_000000000000000002c4,1,1,2496.5470037607324,698.9366038596414,644.853259159972,2492.7322041816205,59.5718801278908,56.882169231495425,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5_000000000000000002c5,1,1,2494.933847717529,738.1017706468531,793.7016978406683,2492.9843845873465,103.76072814816177,108.42637555383912,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6_000000000000000002c6,1,1,2494.1893651700466,756.4344599334834,801.8840167769915,2492.3764777981746,196.54852179108008,213.353552547662,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7_000000000000000002c7,1,1,2490.8798412254882,862.5098518163209,920.9415266392562,2486.964885166726,236.50308867698882,336.4904456874282,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8_000000000000000002c8,1,1,2493.77023064032,867.1877673119483,837.846453132685,2489.9662868446903,315.73087450951334,373.45488890125927,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9_000000000000000002c9,1,1,2488.921288730087,2206.7135820533513,2223.4794495168876,2485.1137944001016,545.1111263167156,573.5233793619578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca_000000000000000002ca,1,1,2475.5669019623224,1103.0303927646373,1222.9900096397275,2487.9591603169815,529.1948817541034,514.7259792660559,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb_000000000000000002cb,1,1,2491.4374206280622,779.3079002091873,825.114694669482,2487.500519790979,245.78547736237624,259.4570527958229,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc_000000000000000002cc,1,1,2474.328652693009,1708.1509244899378,1671.6042289783295,2486.8979720028756,936.3139228430337,1025.3483780137456,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd_000000000000000002cd,1,1,2494.1772514307672,716.3186813546091,812.4706686685483,2487.1025040410486,173.95848957370373,197.49949531389032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce_000000000000000002ce,1,1,2479.2780917861587,1311.8075785680874,1473.4444448328923,2491.772967173964,660.2449331959006,860.917418670195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf_000000000000000002cf,1,1,2493.388968117338,852.3973643756128,1014.7686075806704,2489.5663500453757,60.533996335074846,97.8876718540811,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0_000000000000000002d0,1,1,2475.3851602864734,1578.5438737978338,1597.6612463489225,2485.9731983196507,890.9671575932974,899.1388252380843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1_000000000000000002d1,1,1,2492.859076465993,905.24492318402,714.6537126530766,2488.9625655218647,457.6352096048238,538.1051098721446,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2_000000000000000002d2,1,1,2475.63466607537,1454.562800593713,1493.4574218336852,2486.3510476511574,931.5758484501819,925.8041861174621,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3_000000000000000002d3,1,1,2490.2626299663048,1276.047822191581,1305.1813643632408,2486.4391905032126,605.9707010365074,638.7413882351201,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4_000000000000000002d4,1,1,2489.5036185462723,918.3645164603245,1295.2788159209204,2487.319706587549,497.5479560519226,762.2110103584918,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5_000000000000000002d5,1,1,2489.9809117126097,1100.0138853618753,1154.8707303121319,2488.0478798209806,305.9620939258429,281.67806360964863,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6_000000000000000002d6,1,1,2495.4302410615787,736.3894813419392,754.5184880147536,2491.539896769075,117.65249759279936,118.03176021661172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7_000000000000000002d7,1,1,2475.341893820465,1409.637553116755,1443.36616848912,2487.890292124876,961.1165681706585,943.014448684726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8_000000000000000002d8,1,1,2475.101825291051,928.4651025374748,1207.7202485263526,2487.502336703517,539.0942536445682,602.3310930423663,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9_000000000000000002d9,1,1,2487.7054107873787,687.3659700622482,756.9722325648187,2476.013841912336,79.96187930442754,118.3972648093929,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da_000000000000000002da,1,1,2491.765612585789,755.0564136622796,664.5358308650425,2489.824674666118,153.67084309870816,145.77845439452014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db_000000000000000002db,1,1,2495.112538380829,373.07918095853887,409.18692924242055,2487.686758953085,107.6581201444652,105.2521417645667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc_000000000000000002dc,1,1,2477.615337043497,1069.6548869356805,1293.6017556191578,2488.242661086675,518.3982677347573,780.3072643018359,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd_000000000000000002dd,1,1,2490.735612518374,1453.83058236431,1523.5537227464758,2488.669791277532,707.5294435900297,725.8857932760066,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de_000000000000000002de,1,1,2477.6008691896473,948.5615768917186,1111.284090473613,2490.0534491318213,450.6666033371201,656.7458826056229,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df_000000000000000002df,1,1,2495.0257932444865,699.3082503094053,803.1182343413129,2490.8444028762274,90.87918215917861,79.21035577823628,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0_000000000000000002e0,1,1,2492.9367839031843,1512.4059198499956,1503.1103703255476,2490.9441894976017,1000.6937417290384,1120.9065697890665,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1_000000000000000002e1,1,1,2496.446785828741,815.331799630974,953.0903794862523,2493.8115454292706,338.5830957172069,358.4618984059947,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e2_000000000000000002e2,1,1,2491.8867006541113,1565.3258180595437,1649.7025972948625,2488.112325335799,844.0152937605482,1067.1004660720982,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3_000000000000000002e3,1,1,2480.965171335776,634.1969338925774,657.4434074282631,2491.591549421994,97.94487373640985,105.761747822041,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e4_000000000000000002e4,1,1,2494.413351049335,730.7919687954876,809.2136695125996,2490.649733127521,181.7570365195256,229.96245067254452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5_000000000000000002e5,1,1,2491.242732336093,505.0976130005728,524.4321994552512,2489.2770159869906,192.18389964414604,168.39150054804384,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6_000000000000000002e6,1,1,2481.6412194944746,616.3561461130569,630.6040138807346,2493.6857200470986,117.68418039364849,163.01125941710103,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7_000000000000000002e7,1,1,2494.3503865701637,645.1356985185913,761.422181804829,2490.5946369759768,163.03001765413077,199.5411740866788,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8_000000000000000002e8,1,1,2494.7029000689413,604.7127173967092,670.4390094315568,2492.673350405213,155.33264352056807,174.25119361474773,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e9_000000000000000002e9,1,1,2493.8919982919674,915.2416229055542,1102.0640700825413,2491.839387629649,239.23817771593167,442.8908255978957,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea_000000000000000002ea,1,1,2475.574806415438,1776.3666624676289,1732.2532442957388,2488.128698679857,1137.474913015949,1215.5068052374827,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb_000000000000000002eb,1,1,2491.1718387239703,539.5061470698256,500.3435583520298,2489.1399374494813,136.0213809492122,144.10680829687294,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec_000000000000000002ec,1,1,2491.7294211764843,1098.5875903913416,1053.8712077419782,2489.709778171664,240.7684509477004,324.88069543153654,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed_000000000000000002ed,1,1,2490.10260094516,2148.5278447817122,2055.3249896097473,2486.2428758623887,1015.3102070034747,1002.6681786355168,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee_000000000000000002ee,1,1,2481.59576458946,967.0155312782567,945.5242023766954,2494.0935250019206,321.2929266933898,395.5610483186713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef_000000000000000002ef,1,1,2493.5901671538018,846.322100578502,969.468644026873,2489.70967438809,236.69930548698918,307.2961173327259,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0_000000000000000002f0,1,1,2491.501022158392,818.1861103062622,869.0556091847811,2489.4634537691345,154.3798458936909,172.27713560863563,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1_000000000000000002f1,1,1,2489.6948420205385,1040.4703962761394,1257.903145172462,2487.6950456347886,349.8267266922472,572.167451219035,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2_000000000000000002f2,1,1,2493.030124580269,662.220232019814,658.5013772963769,2491.0942644636207,210.6592461953863,283.50044202403467,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3_000000000000000002f3,1,1,2489.8680772487737,608.6704366626261,625.035769945649,2487.8623447538757,61.630314135612075,62.69226184256221,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4_000000000000000002f4,1,1,2493.597309330581,1444.1906917453737,1532.243689282291,2489.803557073186,961.9310876939284,1229.3976831439472,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5_000000000000000002f5,1,1,2474.6996584727312,2430.2167546883093,2432.28482839382,2486.7581729020767,1642.1483006213698,1603.3472435081214,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6_000000000000000002f6,1,1,2495.7779789368897,743.116760538364,838.507643711755,2491.838796576332,153.96897021042193,158.90280967083118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7_000000000000000002f7,1,1,2481.648143164824,650.6230168256827,773.3501183981942,2494.212062821625,32.35395738566805,39.6867516299697,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8_000000000000000002f8,1,1,2492.7990682735986,1544.7459154512483,1632.3082164323955,2489.130811469569,1121.7671186813295,1361.2002879870533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9_000000000000000002f9,1,1,2476.45294407476,1907.438033322078,1920.4315805986946,2487.1740142475883,1188.3614867355775,1186.8449745634323,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa_000000000000000002fa,1,1,2489.320405401349,1648.3666323124028,1693.8190695138446,2487.4727828305377,393.4255641587699,400.7018468895619,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb_000000000000000002fb,1,1,2495.527552587316,594.9994678069305,800.6366887245407,2491.3302956741486,192.05260350695204,257.0121565895077,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc_000000000000000002fc,1,1,2491.2612739031856,1485.3049944509964,1526.8977346348101,2487.388361899252,661.9772715766599,661.9185401689074,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd_000000000000000002fd,1,1,2491.4214127895234,1060.6214861559833,1207.1096209844545,2489.459218356426,342.11395740158747,373.9661231420614,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe_000000000000000002fe,1,1,2493.2258045312556,830.9344147894885,985.5061560734489,2489.407208727074,236.92966870001848,299.544987600689,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff_000000000000000002ff,1,1,2492.870569805447,849.9631356471058,1007.8703723788373,2490.9511852350083,263.36639973586375,497.0938853018897,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300_00000000000000000300,1,1,2494.8077207107854,771.2095468485077,779.1596130356409,2481.2389444449427,163.56860791511508,174.9433208948229,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301_00000000000000000301,1,1,2493.438262965694,810.6696522286774,854.9032370343439,2491.375299192069,187.61087260817888,254.16242270500837,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302_00000000000000000302,1,1,2486.3866766176575,827.9705875151597,857.4357251356128,2478.982358589559,200.19238363600374,223.01814457586107,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303_00000000000000000303,1,1,2477.8593260677044,962.0520998410891,1086.1890957962075,2488.053987905112,357.78964223020756,585.8147353082882,"{""type"":""MultiPoint"",""coordinates"":[]}"
